Year,Area FIPS Code,Group Code,State,Group,Age,Race,Civilian non-institutional population,Civilian labor force,Civilian labor force Percent of population,Employment Number,Employment Percent of population,Unemployment Number,Unemployment Rate
2003,6,20,California,"Total, 20 to 24 years",20 to 24,Total,"2,477","1,805",72.9,"1,613",65.1,192,10.7
2003,6,41,California,"White, 20 to 24 years",20 to 24,White,"1,852","1,398",75.5,"1,270",68.5,129,9.2
2003,6,48,California,"Black or African American, 20 to 24 years",20 to 24,Black,191,130,67.9,104,54.2,26,20.1
2003,6,55,California,"Asian, 20 to 24 years",20 to 24,Asian,292,174,59.6,151,51.9,22,12.9
2003,6,62,California,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,984,741,75.3,667,67.8,74,10
2003,8,20,Colorado,"Total, 20 to 24 years",20 to 24,Total,318,256,80.5,231,72.6,25,9.8
2003,8,41,Colorado,"White, 20 to 24 years",20 to 24,White,288,234,81.4,213,73.9,22,9.2
2003,8,62,Colorado,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,78,62,79.8,55,70.6,7,11.5
2003,9,20,Connecticut,"Total, 20 to 24 years",20 to 24,Total,195,145,74.4,129,66.1,16,11
2003,9,41,Connecticut,"White, 20 to 24 years",20 to 24,White,163,123,75.8,111,67.9,13,10.4
2003,9,62,Connecticut,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,29,22,75.1,17,59.3,5,21.1
2003,10,20,Delaware,"Total, 20 to 24 years",20 to 24,Total,54,42,78.1,39,72,3,7.8
2003,10,41,Delaware,"White, 20 to 24 years",20 to 24,White,39,31,79.5,29,75.5,2,5
2003,10,48,Delaware,"Black or African American, 20 to 24 years",20 to 24,Black,14,10,75.5,9,63.8,2,15.4
2003,11,20,District of Columbia,"Total, 20 to 24 years",20 to 24,Total,41,29,71.8,26,64.9,3,9.6
2003,11,41,District of Columbia,"White, 20 to 24 years",20 to 24,White,19,15,80.6,15,76.8,1,4.6
2003,11,48,District of Columbia,"Black or African American, 20 to 24 years",20 to 24,Black,21,13,63.8,11,53.9,2,15.5
2003,12,20,Florida,"Total, 20 to 24 years",20 to 24,Total,"1,000",738,73.8,668,66.8,70,9.5
2003,12,41,Florida,"White, 20 to 24 years",20 to 24,White,767,573,74.8,533,69.5,40,7.1
2003,12,48,Florida,"Black or African American, 20 to 24 years",20 to 24,Black,191,135,70.4,107,55.6,28,20.9
2003,12,62,Florida,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,245,188,76.5,174,70.8,14,7.4
2003,13,20,Georgia,"Total, 20 to 24 years",20 to 24,Total,589,432,73.2,394,66.9,37,8.7
2003,13,41,Georgia,"White, 20 to 24 years",20 to 24,White,396,300,75.8,282,71.3,18,6
2003,13,48,Georgia,"Black or African American, 20 to 24 years",20 to 24,Black,169,117,69.4,98,58.2,19,16
2003,15,20,Hawaii,"Total, 20 to 24 years",20 to 24,Total,78,54,69.4,49,63,5,9.3
2003,15,55,Hawaii,"Asian, 20 to 24 years",20 to 24,Asian,30,22,72.7,20,67.4,2,7.2
2003,16,20,Idaho,"Total, 20 to 24 years",20 to 24,Total,104,82,78.7,75,72.2,7,8.4
2003,16,41,Idaho,"White, 20 to 24 years",20 to 24,White,100,79,79,72,72.6,6,8.1
2003,17,20,Illinois,"Total, 20 to 24 years",20 to 24,Total,893,620,69.5,551,61.7,69,11.2
2003,17,41,Illinois,"White, 20 to 24 years",20 to 24,White,693,506,73,463,66.8,43,8.5
2003,17,48,Illinois,"Black or African American, 20 to 24 years",20 to 24,Black,148,85,57.1,61,41,24,28.1
2003,17,62,Illinois,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,143,111,77.6,97,68.1,14,12.3
2003,18,20,Indiana,"Total, 20 to 24 years",20 to 24,Total,362,282,78,254,70.2,28,10
2003,18,41,Indiana,"White, 20 to 24 years",20 to 24,White,319,248,77.8,227,71.1,21,8.6
2003,19,20,Iowa,"Total, 20 to 24 years",20 to 24,Total,204,169,82.9,157,76.7,13,7.5
2003,19,41,Iowa,"White, 20 to 24 years",20 to 24,White,188,157,83.9,147,78.1,11,6.9
2003,20,20,Kansas,"Total, 20 to 24 years",20 to 24,Total,197,161,81.7,148,74.9,13,8.3
2003,20,41,Kansas,"White, 20 to 24 years",20 to 24,White,171,144,84.2,133,78.1,10,7.2
2003,21,20,Kentucky,"Total, 20 to 24 years",20 to 24,Total,281,207,73.6,183,65,24,11.6
2003,21,41,Kentucky,"White, 20 to 24 years",20 to 24,White,250,189,75.8,169,67.7,20,10.7
2003,22,20,Louisiana,"Total, 20 to 24 years",20 to 24,Total,362,257,70.8,230,63.5,27,10.4
2003,22,41,Louisiana,"White, 20 to 24 years",20 to 24,White,224,164,73.4,153,68.2,12,7.1
2003,22,48,Louisiana,"Black or African American, 20 to 24 years",20 to 24,Black,131,87,66.5,73,55.6,14,16.4
2003,23,20,Maine,"Total, 20 to 24 years",20 to 24,Total,83,68,82,62,75.2,6,8.3
2003,23,41,Maine,"White, 20 to 24 years",20 to 24,White,80,66,82,61,75.6,5,7.8
2003,24,20,Maryland,"Total, 20 to 24 years",20 to 24,Total,328,263,80.2,237,72.2,26,10
2003,24,41,Maryland,"White, 20 to 24 years",20 to 24,White,215,181,84,167,77.5,14,7.7
2003,24,48,Maryland,"Black or African American, 20 to 24 years",20 to 24,Black,89,66,74.3,54,60.9,12,18
2003,25,20,Massachusetts,"Total, 20 to 24 years",20 to 24,Total,418,310,74.1,281,67.3,28,9.2
2003,25,41,Massachusetts,"White, 20 to 24 years",20 to 24,White,360,276,76.7,252,69.8,25,8.9
2003,25,62,Massachusetts,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,45,31,68.6,25,54.9,6,20
2003,26,20,Michigan,"Total, 20 to 24 years",20 to 24,Total,736,580,78.8,524,71.2,56,9.6
2003,26,41,Michigan,"White, 20 to 24 years",20 to 24,White,589,483,82,440,74.7,43,8.9
2003,26,48,Michigan,"Black or African American, 20 to 24 years",20 to 24,Black,110,74,67.6,64,58.2,10,13.9
2003,27,20,Minnesota,"Total, 20 to 24 years",20 to 24,Total,381,328,86.1,305,80,23,7.1
2003,27,41,Minnesota,"White, 20 to 24 years",20 to 24,White,335,294,87.9,274,82,20,6.7
2003,28,20,Mississippi,"Total, 20 to 24 years",20 to 24,Total,198,129,65,110,55.6,19,14.5
2003,28,41,Mississippi,"White, 20 to 24 years",20 to 24,White,112,77,69.1,73,65,4,5.8
2003,28,48,Mississippi,"Black or African American, 20 to 24 years",20 to 24,Black,86,51,59.6,37,43.1,14,27.7
2003,29,20,Missouri,"Total, 20 to 24 years",20 to 24,Total,406,337,83,310,76.4,27,7.9
2003,29,41,Missouri,"White, 20 to 24 years",20 to 24,White,343,286,83.3,270,78.9,15,5.4
2003,29,48,Missouri,"Black or African American, 20 to 24 years",20 to 24,Black,47,40,85.1,31,66.2,9,22.2
2003,30,20,Montana,"Total, 20 to 24 years",20 to 24,Total,62,49,78.4,44,71.7,4,8.5
2003,30,41,Montana,"White, 20 to 24 years",20 to 24,White,53,43,81,40,76,3,6.1
2003,31,20,Nebraska,"Total, 20 to 24 years",20 to 24,Total,144,125,86.8,116,80.9,8,6.8
2003,31,41,Nebraska,"White, 20 to 24 years",20 to 24,White,132,116,87.6,109,82.7,6,5.5
2003,32,20,Nevada,"Total, 20 to 24 years",20 to 24,Total,143,115,80,106,73.6,9,8
2003,32,41,Nevada,"White, 20 to 24 years",20 to 24,White,117,94,80.4,87,74.4,7,7.5
2003,32,62,Nevada,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,45,35,78.2,32,72,3,7.8
2003,33,20,New Hampshire,"Total, 20 to 24 years",20 to 24,Total,70,57,80.5,52,74.4,4,7.6
2003,33,41,New Hampshire,"White, 20 to 24 years",20 to 24,White,67,55,81.5,51,75.7,4,7.1
2003,34,20,New Jersey,"Total, 20 to 24 years",20 to 24,Total,544,392,72,352,64.7,40,10.2
2003,34,41,New Jersey,"White, 20 to 24 years",20 to 24,White,414,304,73.5,277,67.1,27,8.8
2003,34,48,New Jersey,"Black or African American, 20 to 24 years",20 to 24,Black,98,70,71.3,60,60.7,10,14.9
2003,34,62,New Jersey,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,103,79,76.7,70,67.9,9,11.5
2003,35,20,New Mexico,"Total, 20 to 24 years",20 to 24,Total,134,100,74.6,91,67.8,9,9.1
2003,35,41,New Mexico,"White, 20 to 24 years",20 to 24,White,113,86,76.6,79,70.3,7,8.2
2003,35,62,New Mexico,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,74,57,76.1,51,68.3,6,10.2
2003,36,20,New York,"Total, 20 to 24 years",20 to 24,Total,"1,340",906,67.6,804,60,103,11.3
2003,36,41,New York,"White, 20 to 24 years",20 to 24,White,963,694,72,626,65,67,9.7
2003,36,48,New York,"Black or African American, 20 to 24 years",20 to 24,Black,270,146,53.9,113,41.7,33,22.7
2003,36,55,New York,"Asian, 20 to 24 years",20 to 24,Asian,86,55,63.9,54,62.2,1,2.5
2003,36,62,New York,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,247,150,60.8,129,52.3,21,13.9
2003,37,20,North Carolina,"Total, 20 to 24 years",20 to 24,Total,551,422,76.5,373,67.7,49,11.6
2003,37,41,North Carolina,"White, 20 to 24 years",20 to 24,White,363,289,79.7,267,73.5,23,7.8
2003,37,48,North Carolina,"Black or African American, 20 to 24 years",20 to 24,Black,141,103,72.9,80,56.7,23,22.2
2003,37,62,North Carolina,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,78,63,80.8,58,73.7,6,8.8
2003,38,20,North Dakota,"Total, 20 to 24 years",20 to 24,Total,47,37,80.1,35,76,2,5.1
2003,38,41,North Dakota,"White, 20 to 24 years",20 to 24,White,43,35,81.9,34,78,2,4.8
2003,39,20,Ohio,"Total, 20 to 24 years",20 to 24,Total,748,597,79.8,539,72.1,58,9.7
2003,39,41,Ohio,"White, 20 to 24 years",20 to 24,White,633,515,81.4,470,74.3,45,8.8
2003,39,48,Ohio,"Black or African American, 20 to 24 years",20 to 24,Black,91,66,72.4,55,60.3,11,16.7
2003,40,20,Oklahoma,"Total, 20 to 24 years",20 to 24,Total,254,186,73.2,169,66.6,17,9.1
2003,40,41,Oklahoma,"White, 20 to 24 years",20 to 24,White,192,145,75.7,135,70.2,10,7.2
2003,41,20,Oregon,"Total, 20 to 24 years",20 to 24,Total,251,199,79.2,174,69.3,25,12.4
2003,41,41,Oregon,"White, 20 to 24 years",20 to 24,White,222,180,81,157,71,22,12.4
2003,41,62,Oregon,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,34,28,81.9,24,72.3,3,11.6
2003,42,20,Pennsylvania,"Total, 20 to 24 years",20 to 24,Total,799,593,74.2,537,67.1,57,9.6
2003,42,41,Pennsylvania,"White, 20 to 24 years",20 to 24,White,672,515,76.6,472,70.3,42,8.2
2003,42,48,Pennsylvania,"Black or African American, 20 to 24 years",20 to 24,Black,94,60,63.3,47,49.3,13,22.1
2003,44,20,Rhode Island,"Total, 20 to 24 years",20 to 24,Total,76,63,82.6,58,76.8,4,7.1
2003,44,41,Rhode Island,"White, 20 to 24 years",20 to 24,White,66,54,82.7,50,76.8,4,7.2
2003,44,62,Rhode Island,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,11,9,81.5,8,69.9,1,14.3
2003,45,20,South Carolina,"Total, 20 to 24 years",20 to 24,Total,287,209,72.9,180,62.7,29,14
2003,45,41,South Carolina,"White, 20 to 24 years",20 to 24,White,187,138,74.1,124,66.6,14,10
2003,45,48,South Carolina,"Black or African American, 20 to 24 years",20 to 24,Black,95,67,70.7,52,54.8,15,22.6
2003,46,20,South Dakota,"Total, 20 to 24 years",20 to 24,Total,58,49,83.2,45,77.5,3,6.9
2003,46,41,South Dakota,"White, 20 to 24 years",20 to 24,White,52,44,85.3,42,80,3,6.2
2003,47,20,Tennessee,"Total, 20 to 24 years",20 to 24,Total,403,302,74.8,274,68,28,9.1
2003,47,41,Tennessee,"White, 20 to 24 years",20 to 24,White,327,245,74.9,227,69.3,19,7.6
2003,47,48,Tennessee,"Black or African American, 20 to 24 years",20 to 24,Black,62,49,78.7,41,66.3,8,15.7
2003,48,20,Texas,"Total, 20 to 24 years",20 to 24,Total,"1,574","1,210",76.9,"1,081",68.7,129,10.7
2003,48,41,Texas,"White, 20 to 24 years",20 to 24,White,"1,302","1,013",77.8,917,70.4,97,9.5
2003,48,48,Texas,"Black or African American, 20 to 24 years",20 to 24,Black,180,138,76.6,111,61.9,26,19.2
2003,48,62,Texas,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,687,533,77.6,481,70.1,51,9.6
2003,49,20,Utah,"Total, 20 to 24 years",20 to 24,Total,218,180,82.6,167,76.7,13,7.1
2003,49,41,Utah,"White, 20 to 24 years",20 to 24,White,204,168,82.5,157,77.1,11,6.6
2003,49,62,Utah,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,26,20,76.2,18,67.4,2,11.6
2003,50,20,Vermont,"Total, 20 to 24 years",20 to 24,Total,42,33,77.9,30,72.2,2,7.3
2003,50,41,Vermont,"White, 20 to 24 years",20 to 24,White,40,32,78.4,29,72.7,2,7.3
2003,51,20,Virginia,"Total, 20 to 24 years",20 to 24,Total,471,359,76.1,326,69.2,33,9.1
2003,51,41,Virginia,"White, 20 to 24 years",20 to 24,White,319,249,78.2,235,73.7,15,5.8
2003,51,48,Virginia,"Black or African American, 20 to 24 years",20 to 24,Black,121,90,74.2,73,60.6,16,18.3
2003,53,20,Washington,"Total, 20 to 24 years",20 to 24,Total,428,337,78.7,300,70.2,36,10.8
2003,53,41,Washington,"White, 20 to 24 years",20 to 24,White,363,285,78.6,256,70.5,29,10.3
2003,53,62,Washington,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,47,38,82.3,35,75.2,3,8.7
2003,54,20,West Virginia,"Total, 20 to 24 years",20 to 24,Total,101,71,69.8,62,61.3,9,12.1
2003,54,41,West Virginia,"White, 20 to 24 years",20 to 24,White,94,65,70,58,61.9,7,11.5
2003,55,20,Wisconsin,"Total, 20 to 24 years",20 to 24,Total,375,321,85.7,292,77.8,29,9.1
2003,55,41,Wisconsin,"White, 20 to 24 years",20 to 24,White,336,292,86.8,271,80.5,21,7.3
2003,56,20,Wyoming,"Total, 20 to 24 years",20 to 24,Total,32,27,82.4,25,75.6,2,8.3
2003,56,41,Wyoming,"White, 20 to 24 years",20 to 24,White,30,25,83.3,23,76.7,2,7.9
2002,1,20,Alabama,"Total, 20 to 24 years",20 to 24,Total,278,209,75,190,68.5,18,8.8
2002,1,41,Alabama,"White, 20 to 24 years",20 to 24,White,188,142,75.7,135,71.6,8,5.3
2002,1,48,Alabama,"Black, 20 to 24 years",20 to 24,Black,84,62,73.4,52,61.2,10,16.6
2002,2,20,Alaska,"Total, 20 to 24 years",20 to 24,Total,37,27,73.8,23,63,4,14.6
2002,2,41,Alaska,"White, 20 to 24 years",20 to 24,White,27,20,74.4,17,65.3,2,12.3
2002,4,20,Arizona,"Total, 20 to 24 years",20 to 24,Total,378,299,79.2,273,72.3,26,8.7
2002,4,41,Arizona,"White, 20 to 24 years",20 to 24,White,329,262,79.8,240,73,23,8.6
2002,4,62,Arizona,"Hispanic origin, 20 to 24 years",20 to 24,Hispanic,141,107,75.7,98,69.7,8,7.9
2002,5,20,Arkansas,"Total, 20 to 24 years",20 to 24,Total,166,130,78.1,116,69.5,14,10.9
2002,5,41,Arkansas,"White, 20 to 24 years",20 to 24,White,123,96,77.6,89,71.9,7,7.3
2002,5,48,Arkansas,"Black, 20 to 24 years",20 to 24,Black,40,32,78.7,25,62.2,7,21
2002,6,20,California,"Total, 20 to 24 years",20 to 24,Total,"2,604","1,945",74.7,"1,748",67.1,197,10.1
2002,6,41,California,"White, 20 to 24 years",20 to 24,White,"2,046","1,589",77.7,"1,448",70.8,141,8.9
2002,6,48,California,"Black, 20 to 24 years",20 to 24,Black,158,102,64.7,75,47.5,27,26.6
2002,6,62,California,"Hispanic origin, 20 to 24 years",20 to 24,Hispanic,"1,075",849,78.9,766,71.3,83,9.7
2002,8,20,Colorado,"Total, 20 to 24 years",20 to 24,Total,340,276,81,255,74.9,21,7.6
2002,8,41,Colorado,"White, 20 to 24 years",20 to 24,White,316,258,81.6,240,75.8,18,7
2002,8,62,Colorado,"Hispanic origin, 20 to 24 years",20 to 24,Hispanic,91,73,80.1,67,72.9,7,9
2002,9,20,Connecticut,"Total, 20 to 24 years",20 to 24,Total,184,138,75,127,69,11,7.9
2002,9,41,Connecticut,"White, 20 to 24 years",20 to 24,White,158,123,77.9,115,72.6,8,6.8
2002,10,20,Delaware,"Total, 20 to 24 years",20 to 24,Total,58,49,83.5,45,77.5,3,7.1
2002,10,41,Delaware,"White, 20 to 24 years",20 to 24,White,44,37,83.9,35,79.3,2,5.6
2002,10,48,Delaware,"Black, 20 to 24 years",20 to 24,Black,13,10,80.1,9,69.2,1,13.6
2002,11,20,District of Columbia,"Total, 20 to 24 years",20 to 24,Total,47,32,68.3,29,61.1,3,10.6
2002,11,41,District of Columbia,"White, 20 to 24 years",20 to 24,White,21,16,78.1,15,75.2,1,3.7
2002,11,48,District of Columbia,"Black, 20 to 24 years",20 to 24,Black,24,15,61.2,12,49.8,3,18.6
2002,11,62,District of Columbia,"Hispanic origin, 20 to 24 years",20 to 24,Hispanic,6,5,83.8,5,82.6,-3,1.5
2002,12,20,Florida,"Total, 20 to 24 years",20 to 24,Total,994,759,76.4,703,70.7,57,7.5
2002,12,41,Florida,"White, 20 to 24 years",20 to 24,White,757,590,77.9,553,73,37,6.3
2002,12,48,Florida,"Black, 20 to 24 years",20 to 24,Black,207,150,72.2,131,63.3,18,12.3
2002,12,62,Florida,"Hispanic origin, 20 to 24 years",20 to 24,Hispanic,227,169,74.3,155,68.4,13,8
2002,13,20,Georgia,"Total, 20 to 24 years",20 to 24,Total,544,384,70.6,349,64.2,35,9.1
2002,13,41,Georgia,"White, 20 to 24 years",20 to 24,White,348,251,72.1,239,68.6,12,4.9
2002,13,48,Georgia,"Black, 20 to 24 years",20 to 24,Black,182,125,68.6,105,57.7,20,15.9
2002,15,20,Hawaii,"Total, 20 to 24 years",20 to 24,Total,60,45,74.4,41,68.5,4,8
2002,16,20,Idaho,"Total, 20 to 24 years",20 to 24,Total,100,81,81.6,75,75.4,6,7.6
2002,16,41,Idaho,"White, 20 to 24 years",20 to 24,White,97,79,81.9,73,75.6,6,7.6
2002,17,20,Illinois,"Total, 20 to 24 years",20 to 24,Total,872,643,73.7,571,65.5,72,11.2
2002,17,41,Illinois,"White, 20 to 24 years",20 to 24,White,700,542,77.4,493,70.5,49,9
2002,17,48,Illinois,"Black, 20 to 24 years",20 to 24,Black,133,79,59.5,59,44.1,20,25.8
2002,17,62,Illinois,"Hispanic origin, 20 to 24 years",20 to 24,Hispanic,156,116,74,101,64.7,15,12.6
2002,18,20,Indiana,"Total, 20 to 24 years",20 to 24,Total,384,315,82,288,74.9,27,8.6
2002,18,41,Indiana,"White, 20 to 24 years",20 to 24,White,350,286,81.8,264,75.4,22,7.8
2002,19,20,Iowa,"Total, 20 to 24 years",20 to 24,Total,206,173,84,160,77.7,13,7.5
2002,19,41,Iowa,"White, 20 to 24 years",20 to 24,White,193,164,85.1,153,79,12,7.2
2002,20,20,Kansas,"Total, 20 to 24 years",20 to 24,Total,193,160,82.5,146,75.6,13,8.3
2002,20,41,Kansas,"White, 20 to 24 years",20 to 24,White,175,145,82.8,134,76.6,11,7.4
2002,21,20,Kentucky,"Total, 20 to 24 years",20 to 24,Total,277,204,73.9,181,65.4,24,11.6
2002,21,41,Kentucky,"White, 20 to 24 years",20 to 24,White,256,192,74.9,171,66.7,21,10.9
2002,22,20,Louisiana,"Total, 20 to 24 years",20 to 24,Total,318,227,71.3,199,62.7,27,12
2002,22,41,Louisiana,"White, 20 to 24 years",20 to 24,White,206,156,75.7,146,70.8,10,6.5
2002,22,48,Louisiana,"Black, 20 to 24 years",20 to 24,Black,112,71,63.2,54,47.9,17,24.2
2002,23,20,Maine,"Total, 20 to 24 years",20 to 24,Total,77,61,79.5,57,73.9,4,7.1
2002,23,41,Maine,"White, 20 to 24 years",20 to 24,White,74,59,79.9,55,74.3,4,7.1
2002,24,20,Maryland,"Total, 20 to 24 years",20 to 24,Total,314,244,77.6,223,71.1,20,8.4
2002,24,41,Maryland,"White, 20 to 24 years",20 to 24,White,192,159,83.1,151,78.7,9,5.3
2002,24,48,Maryland,"Black, 20 to 24 years",20 to 24,Black,106,73,68.6,62,57.9,11,15.6
2002,25,20,Massachusetts,"Total, 20 to 24 years",20 to 24,Total,407,314,77.2,288,70.8,26,8.3
2002,25,41,Massachusetts,"White, 20 to 24 years",20 to 24,White,345,272,79,251,72.8,21,7.8
2002,25,62,Massachusetts,"Hispanic origin, 20 to 24 years",20 to 24,Hispanic,53,36,67.2,29,54,7,19.6
2002,26,20,Michigan,"Total, 20 to 24 years",20 to 24,Total,686,534,77.9,487,71,47,8.8
2002,26,41,Michigan,"White, 20 to 24 years",20 to 24,White,548,441,80.6,409,74.7,32,7.3
2002,26,48,Michigan,"Black, 20 to 24 years",20 to 24,Black,99,67,67.8,55,55.1,13,18.6
2002,27,20,Minnesota,"Total, 20 to 24 years",20 to 24,Total,360,307,85.3,286,79.5,21,6.8
2002,27,41,Minnesota,"White, 20 to 24 years",20 to 24,White,326,283,86.8,267,81.7,17,5.9
2002,28,20,Mississippi,"Total, 20 to 24 years",20 to 24,Total,179,122,68.2,101,56.3,21,17.4
2002,28,41,Mississippi,"White, 20 to 24 years",20 to 24,White,85,62,72.7,54,63.6,8,12.6
2002,28,48,Mississippi,"Black, 20 to 24 years",20 to 24,Black,94,60,64,47,49.8,13,22.3
2002,29,20,Missouri,"Total, 20 to 24 years",20 to 24,Total,386,312,80.9,284,73.6,28,8.9
2002,29,41,Missouri,"White, 20 to 24 years",20 to 24,White,312,261,83.4,241,77.2,20,7.5
2002,29,48,Missouri,"Black, 20 to 24 years",20 to 24,Black,66,47,70.8,38,58.3,8,17.7
2002,30,20,Montana,"Total, 20 to 24 years",20 to 24,Total,53,42,79.9,39,74.3,3,7
2002,30,41,Montana,"White, 20 to 24 years",20 to 24,White,48,39,81.5,37,76.4,2,6.3
2002,31,20,Nebraska,"Total, 20 to 24 years",20 to 24,Total,143,120,84.2,113,79.3,7,5.8
2002,31,41,Nebraska,"White, 20 to 24 years",20 to 24,White,132,112,84.9,106,80.5,6,5.2
2002,32,20,Nevada,"Total, 20 to 24 years",20 to 24,Total,142,117,82.3,108,75.9,9,7.8
2002,32,41,Nevada,"White, 20 to 24 years",20 to 24,White,120,99,82.2,92,76.5,7,7
2002,32,62,Nevada,"Hispanic origin, 20 to 24 years",20 to 24,Hispanic,50,41,81.4,36,71.7,5,11.9
2002,33,20,New Hampshire,"Total, 20 to 24 years",20 to 24,Total,71,59,84.3,54,77.2,5,8.3
2002,33,41,New Hampshire,"White, 20 to 24 years",20 to 24,White,68,58,84.4,53,77.4,5,8.3
2002,34,20,New Jersey,"Total, 20 to 24 years",20 to 24,Total,510,371,72.9,338,66.3,34,9.1
2002,34,41,New Jersey,"White, 20 to 24 years",20 to 24,White,372,279,75.1,258,69.4,21,7.6
2002,34,48,New Jersey,"Black, 20 to 24 years",20 to 24,Black,95,67,70.4,57,60.6,9,14
2002,34,62,New Jersey,"Hispanic origin, 20 to 24 years",20 to 24,Hispanic,98,73,74.6,65,66.6,8,10.8
2002,35,20,New Mexico,"Total, 20 to 24 years",20 to 24,Total,145,108,74.9,98,67.9,10,9.4
2002,35,41,New Mexico,"White, 20 to 24 years",20 to 24,White,122,91,74.7,82,67.7,9,9.4
2002,35,62,New Mexico,"Hispanic origin, 20 to 24 years",20 to 24,Hispanic,75,58,77.8,53,70.8,5,9
2002,36,20,New York,"Total, 20 to 24 years",20 to 24,Total,"1,301",900,69.2,799,61.4,101,11.2
2002,36,41,New York,"White, 20 to 24 years",20 to 24,White,921,674,73.2,614,66.7,60,8.8
2002,36,48,New York,"Black, 20 to 24 years",20 to 24,Black,296,175,59.2,138,46.5,38,21.4
2002,36,62,New York,"Hispanic origin, 20 to 24 years",20 to 24,Hispanic,250,166,66.2,141,56.4,24,14.8
2002,37,20,North Carolina,"Total, 20 to 24 years",20 to 24,Total,548,422,77,371,67.8,51,12
2002,37,41,North Carolina,"White, 20 to 24 years",20 to 24,White,382,298,78.1,269,70.4,29,9.8
2002,37,48,North Carolina,"Black, 20 to 24 years",20 to 24,Black,140,105,75.2,85,61.2,19,18.6
2002,38,20,North Dakota,"Total, 20 to 24 years",20 to 24,Total,48,40,84.6,37,77.5,3,8.3
2002,38,41,North Dakota,"White, 20 to 24 years",20 to 24,White,45,38,86.3,36,80.2,3,7
2002,39,20,Ohio,"Total, 20 to 24 years",20 to 24,Total,748,583,78,526,70.3,57,9.8
2002,39,41,Ohio,"White, 20 to 24 years",20 to 24,White,593,472,79.6,430,72.5,42,8.9
2002,39,48,Ohio,"Black, 20 to 24 years",20 to 24,Black,136,99,72.9,84,62.3,14,14.6
2002,40,20,Oklahoma,"Total, 20 to 24 years",20 to 24,Total,237,181,76.3,167,70.5,14,7.6
2002,40,41,Oklahoma,"White, 20 to 24 years",20 to 24,White,191,146,76.7,137,72,9,6.1
2002,41,20,Oregon,"Total, 20 to 24 years",20 to 24,Total,245,186,76,164,66.8,22,12.1
2002,41,41,Oregon,"White, 20 to 24 years",20 to 24,White,213,162,76.2,143,67,20,12.1
2002,41,62,Oregon,"Hispanic origin, 20 to 24 years",20 to 24,Hispanic,34,28,81.6,25,74.9,2,8.3
2002,42,20,Pennsylvania,"Total, 20 to 24 years",20 to 24,Total,787,607,77.1,541,68.7,66,10.9
2002,42,41,Pennsylvania,"White, 20 to 24 years",20 to 24,White,680,540,79.4,491,72.2,49,9.1
